PassengerId,Pclass,Survived,Name,Sex,Age,Sibsp,Parch,Ticket,Fare,Embarked,Actual_Fare
286,1,0,"Straus, Mr. Isidor",male,67.0,1,0,PC 17483,221.7792,S,5625.28379539394
287,1,0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1,0,PC 17483,221.7792,S,5625.28379539394
288,1,0,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,S,819.7958712727273
289,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,S,657.6771337777777
290,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,S,2020.2699545454548
291,1,0,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,S,2020.2699545454548
292,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,S,2020.2699545454548
293,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,S,1318.9458585858586
295,1,0,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C,2812.4821023333334
296,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C,2812.4821023333334
297,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.8833,C,2812.4821023333334
299,1,1,"Tucker, Mr. Gilbert Milligan Jr",male,31.0,0,0,2543,28.5375,C,723.8349507575757
300,1,0,"Uruchurtu, Don. Manuel E",male,40.0,0,0,PC 17601,27.7208,C,703.1198914747474
301,1,0,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,S,849.705505050505
302,1,0,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,S,862.9152551111112
303,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,C,12994.893780242424
304,1,0,"Warren, Mr. Frank Manley",male,64.0,1,0,110813,75.25,C,1908.6668434343433
305,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,C,1908.6668434343433
306,1,0,"Weir, Col. John",male,60.0,0,0,113800,26.55,S,673.4233181818181
307,1,0,"White, Mr. Percival Wayland",male,54.0,0,1,35281,77.2875,S,1960.346693181818
308,1,0,"White, Mr. Richard Frasar",male,21.0,0,1,35281,77.2875,S,1960.346693181818
309,1,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,0,0,PC 17760,135.6333,C,3440.249602333333
310,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,S,4181.735599686869
311,1,0,"Wick, Mr. George Dennick",male,57.0,1,1,36928,164.8667,S,4181.735599686869
312,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,S,4181.735599686869
313,1,0,"Widener, Mr. George Dunton",male,50.0,1,1,113503,211.5,C,5364.558636363636
314,1,0,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C,5364.558636363636
315,1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50.0,1,1,113503,211.5,C,5364.558636363636
316,1,1,"Willard, Miss. Constance",female,21.0,0,0,113795,26.55,S,673.4233181818181
317,1,0,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,C,1556.8431085252523
318,1,1,"Williams, Mr. Richard Norris II",male,21.0,0,1,PC 17597,61.3792,C,1556.8431085252523
320,1,1,"Wilson, Miss. Helen Alice",female,31.0,0,0,16966,134.5,C,3411.5041919191917
322,1,0,"Wright, Mr. George",male,62.0,0,0,113807,26.55,S,673.4233181818181
323,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C,3440.249602333333
324,2,0,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,C,608.7442424242424
325,2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,C,608.7442424242424
326,2,0,"Aldworth, Mr. Charles Augustus",male,30.0,0,0,248744,13.0,S,329.73646464646464
327,2,0,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,231945,11.5,S,291.6899494949495
328,2,0,"Andrew, Mr. Frank Thomas",male,25.0,0,0,C.A. 34050,10.5,S,266.32560606060605
329,2,0,"Angle, Mr. William A",male,34.0,1,0,226875,26.0,S,659.4729292929293
330,2,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,S,659.4729292929293
331,2,0,"Ashby, Mr. John",male,57.0,0,0,244346,13.0,S,329.73646464646464
332,2,0,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,S,291.6899494949495
333,2,0,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,C.A. 31030,10.5,S,266.32560606060605
334,2,1,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,S,329.73646464646464
335,2,0,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,S,266.32560606060605
336,2,0,"Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,S,317.6884015151515
337,2,1,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,S,659.4729292929293
338,2,1,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,S,659.4729292929293
339,2,0,"Beauchamp, Mr. Henry James",male,28.0,0,0,244358,26.0,S,659.4729292929293
340,2,1,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,S,989.209393939394
341,2,1,"Becker, Miss. Marion Louise",female,4.0,2,1,230136,39.0,S,989.209393939394
342,2,1,"Becker, Miss. Ruth Elizabeth",female,12.0,2,1,230136,39.0,S,989.209393939394
343,2,1,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,0,3,230136,39.0,S,989.209393939394
344,2,1,"Beesley, Mr. Lawrence",male,34.0,0,0,248698,13.0,S,329.73646464646464
345,2,1,"Bentham, Miss. Lilian W",female,19.0,0,0,28404,13.0,S,329.73646464646464
346,2,0,"Berriman, Mr. William John",male,23.0,0,0,28425,13.0,S,329.73646464646464
347,2,0,"Botsford, Mr. William Hull",male,26.0,0,0,237670,13.0,S,329.73646464646464
348,2,0,"Bowenur, Mr. Solomon",male,42.0,0,0,211535,13.0,S,329.73646464646464
349,2,0,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,S,329.73646464646464
350,2,1,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,S,329.73646464646464
351,2,1,"Brown, Miss. Edith Eileen",female,15.0,0,2,29750,39.0,S,989.209393939394
352,2,0,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750,39.0,S,989.209393939394
353,2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,39.0,S,989.209393939394
354,2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20.0,1,0,236853,26.0,S,659.4729292929293
355,2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,S,659.4729292929293
356,2,1,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,S,329.73646464646464
357,2,0,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686,13.0,S,329.73646464646464
358,2,0,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,S,329.73646464646464
359,2,1,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,S,329.73646464646464
360,2,1,"Caldwell, Master. Alden Gates",male,0.8333,0,2,248738,29.0,S,735.5659595959596
361,2,1,"Caldwell, Mr. Albert Francis",male,26.0,1,1,248738,29.0,S,735.5659595959596
362,2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,S,735.5659595959596
363,2,1,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,S,532.6512121212121
365,2,0,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,S,329.73646464646464
366,2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,S,659.4729292929293
367,2,0,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,S,659.4729292929293
368,2,0,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731,13.5,S,342.4186363636364
369,2,0,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,S,659.4729292929293
370,2,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,1,0,SC/AH 29037,26.0,S,659.4729292929293
371,2,1,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,30.0,S,760.930303030303
372,2,1,"Christy, Mrs. (Alice Frances)",female,45.0,0,2,237789,30.0,S,760.930303030303
373,2,0,"Clarke, Mr. Charles Valentine",male,29.0,1,0,2003,26.0,S,659.4729292929293
374,2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,S,659.4729292929293
375,2,0,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,S,266.32560606060605
376,2,0,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,S,329.73646464646464
377,2,1,"Collett, Mr. Sidney C Stuart",male,24.0,0,0,28034,10.5,S,266.32560606060605
378,2,1,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,S,665.8140151515152
379,2,0,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921,26.25,S,665.8140151515152
380,2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,26.25,S,665.8140151515152
381,2,1,"Cook, Mrs. (Selena Rogers)",female,22.0,0,0,W./C. 14266,10.5,S,266.32560606060605
382,2,0,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,0,0,237249,13.0,S,329.73646464646464
384,2,0,"Cotterill, Mr. Henry ""Harry""",male,21.0,0,0,29107,11.5,S,291.6899494949495
386,2,1,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,S,932.1396212121211
387,2,0,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,S,1864.2792424242423
388,2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48.0,0,2,C.A. 33112,36.75,S,932.1396212121211
389,2,1,"Davis, Miss. Mary",female,28.0,0,0,237668,13.0,S,329.73646464646464
390,2,0,"de Brito, Mr. Jose Joaquim",male,32.0,0,0,244360,13.0,S,329.73646464646464
391,2,0,"Deacon, Mr. Percy William",male,17.0,0,0,S.O.C. 14879,73.5,S,1864.2792424242423
392,2,0,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,C,703.1198914747474
393,2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,1,0,SC/PARIS 2167,27.7208,C,703.1198914747474
394,2,0,"Denbury, Mr. Herbert",male,25.0,0,0,C.A. 31029,31.5,S,798.9768181818182
395,2,0,"Dibden, Mr. William",male,18.0,0,0,S.O.C. 14879,73.5,S,1864.2792424242423
396,2,1,"Doling, Miss. Elsie",female,18.0,0,1,231919,23.0,S,583.379898989899
397,2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,0,1,231919,23.0,S,583.379898989899
398,2,0,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,S,659.4729292929293
399,2,1,"Drew, Master. Marshall Brines",male,8.0,0,2,28220,32.5,S,824.3411616161616
400,2,0,"Drew, Mr. James Vivian",male,42.0,1,1,28220,32.5,S,824.3411616161616
401,2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,S,824.3411616161616
402,2,1,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,C,351.5066806161616
403,2,1,"Duran y More, Miss. Florentina",female,30.0,1,0,SC/PARIS 2148,13.8583,C,351.5066806161616
404,2,0,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751,13.0,S,329.73646464646464
405,2,0,"Enander, Mr. Ingvar",male,21.0,0,0,236854,13.0,S,329.73646464646464
406,2,0,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,S,329.73646464646464
407,2,0,"Faunthorpe, Mr. Harry",male,40.0,1,0,2926,26.0,S,659.4729292929293
408,2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1,0,2926,26.0,S,659.4729292929293
409,2,0,"Fillbrook, Mr. Joseph Charles",male,18.0,0,0,C.A. 15185,10.5,S,266.32560606060605
410,2,0,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,S,329.73646464646464
412,2,0,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,S,329.73646464646464
413,2,0,"Fynney, Mr. Joseph J",male,35.0,0,0,239865,26.0,S,659.4729292929293
414,2,0,"Gale, Mr. Harry",male,38.0,1,0,28664,21.0,S,532.6512121212121
415,2,0,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,S,532.6512121212121
416,2,1,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,S,329.73646464646464
417,2,0,"Gaskell, Mr. Alfred",male,16.0,0,0,239865,26.0,S,659.4729292929293
418,2,0,"Gavey, Mr. Lawrence",male,26.0,0,0,31028,10.5,S,266.32560606060605
419,2,0,"Gilbert, Mr. William",male,47.0,0,0,C.A. 30769,10.5,S,266.32560606060605
420,2,0,"Giles, Mr. Edgar",male,21.0,1,0,28133,11.5,S,291.6899494949495
421,2,0,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,S,291.6899494949495
422,2,0,"Giles, Mr. Ralph",male,24.0,0,0,248726,13.5,S,342.4186363636364
423,2,0,"Gill, Mr. John William",male,24.0,0,0,233866,13.0,S,329.73646464646464
424,2,0,"Gillespie, Mr. William Henry",male,34.0,0,0,12233,13.0,S,329.73646464646464
425,2,0,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,S,329.73646464646464
426,2,0,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,13.0,S,329.73646464646464
427,2,0,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,S,329.73646464646464
428,2,1,"Hamalainen, Master. Viljo",male,0.6667,1,1,250649,14.5,S,367.7829797979798
429,2,1,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,S,367.7829797979798
430,2,0,"Harbeck, Mr. William H",male,44.0,0,0,248746,13.0,S,329.73646464646464
431,2,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,S,837.0233333333334
432,2,0,"Harper, Rev. John",male,28.0,0,1,248727,33.0,S,837.0233333333334
433,2,1,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,S,266.32560606060605
434,2,0,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,S,266.32560606060605
435,2,1,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,S,665.8140151515152
436,2,0,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,S,665.8140151515152
437,2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,S,665.8140151515152
438,2,1,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,S,1648.6823232323231
439,2,1,"Herman, Miss. Kate",female,24.0,1,2,220845,65.0,S,1648.6823232323231
440,2,0,"Herman, Mr. Samuel",male,49.0,1,2,220845,65.0,S,1648.6823232323231
441,2,1,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,S,1648.6823232323231
442,2,1,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,0,0,248706,16.0,S,405.8294949494949
443,2,0,"Hickman, Mr. Leonard Mark",male,24.0,2,0,S.O.C. 14879,73.5,S,1864.2792424242423
444,2,0,"Hickman, Mr. Lewis",male,32.0,2,0,S.O.C. 14879,73.5,S,1864.2792424242423
445,2,0,"Hickman, Mr. Stanley George",male,21.0,2,0,S.O.C. 14879,73.5,S,1864.2792424242423
446,2,0,"Hiltunen, Miss. Marta",female,18.0,1,1,250650,13.0,S,329.73646464646464
447,2,1,"Hocking, Miss. Ellen ""Nellie""",female,20.0,2,1,29105,23.0,S,583.379898989899
448,2,0,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,S,291.6899494949495
449,2,0,"Hocking, Mr. Samuel James Metcalfe",male,36.0,0,0,242963,13.0,S,329.73646464646464
450,2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105,23.0,S,583.379898989899
451,2,0,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,S,329.73646464646464
452,2,0,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,S,659.4729292929293
453,2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,1,0,26707,26.0,S,659.4729292929293
454,2,0,"Hood, Mr. Ambrose Jr",male,21.0,0,0,S.O.C. 14879,73.5,S,1864.2792424242423
455,2,1,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,S,329.73646464646464
456,2,0,"Howard, Mr. Benjamin",male,63.0,1,0,24065,26.0,S,659.4729292929293
457,2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,1,0,24065,26.0,S,659.4729292929293
458,2,0,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,S,311.3473156565656
459,2,1,"Ilett, Miss. Bertha",female,17.0,0,0,SO/C 14885,10.5,S,266.32560606060605
460,2,0,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,S,684.8372727272728
461,2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,S,684.8372727272728
462,2,0,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,S,380.4651515151515
463,2,0,"Jefferys, Mr. Clifford Thomas",male,24.0,2,0,C.A. 31029,31.5,S,798.9768181818182
464,2,0,"Jefferys, Mr. Ernest Wilfred",male,22.0,2,0,C.A. 31029,31.5,S,798.9768181818182
465,2,0,"Jenkin, Mr. Stephen Curnow",male,32.0,0,0,C.A. 33111,10.5,S,266.32560606060605
466,2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,C,349.81741534343433
467,2,0,"Kantor, Mr. Sinai",male,34.0,1,0,244367,26.0,S,659.4729292929293
468,2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,S,659.4729292929293
469,2,0,"Karnes, Mrs. J Frank (Claire Bennett)",female,22.0,0,0,F.C.C. 13534,21.0,S,532.6512121212121
471,2,0,"Keane, Mr. Daniel",male,35.0,0,0,233734,12.35,Q,313.24964141414137
472,2,1,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,S,342.4186363636364
473,2,0,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533,12.35,Q,313.24964141414137
475,2,0,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,S,266.32560606060605
476,2,0,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,S,659.4729292929293
477,2,0,"Lahtinen, Rev. William",male,30.0,1,1,250651,26.0,S,659.4729292929293
479,2,1,"Laroche, Miss. Louise",female,1.0,1,2,SC/Paris 2123,41.5792,C,1054.6291085252524
480,2,1,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,1,2,SC/Paris 2123,41.5792,C,1054.6291085252524
481,2,0,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,C,1054.6291085252524
482,2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,C,1054.6291085252524
483,2,1,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,C,304.3721212121212
485,2,1,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,S,266.32560606060605
486,2,0,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,C,326.5659217171717
487,2,0,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,S,266.32560606060605
488,2,0,"Lingane, Mr. John",male,61.0,0,0,235509,12.35,Q,313.24964141414137
489,2,0,"Louch, Mr. Charles Alexander",male,50.0,1,0,SC/AH 3085,26.0,S,659.4729292929293
490,2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,S,659.4729292929293
491,2,0,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,S,266.32560606060605
493,2,1,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,C,938.5872373131313
494,2,0,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079,37.0042,C,938.5872373131313
495,2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,1,1,S.C./PARIS 2079,37.0042,C,938.5872373131313
497,2,0,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,S,329.73646464646464
498,2,0,"Maybery, Mr. Frank Hubert",male,40.0,0,0,239059,16.0,S,405.8294949494949
499,2,0,"McCrae, Mr. Arthur Gordon",male,32.0,0,0,237216,13.5,S,342.4186363636364
500,2,0,"McCrie, Mr. James Matthew",male,30.0,0,0,233478,13.0,S,329.73646464646464
501,2,0,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,S,659.4729292929293
502,2,1,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,S,494.604696969697
503,2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,S,494.604696969697
504,2,1,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,S,266.32560606060605
505,2,0,"Meyer, Mr. August",male,39.0,0,0,248723,13.0,S,329.73646464646464
506,2,0,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,S,329.73646464646464
507,2,0,"Mitchell, Mr. Henry Michael",male,70.0,0,0,C.A. 24580,10.5,S,266.32560606060605
508,2,0,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,S,329.73646464646464
509,2,0,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,S,355.10080808080806
510,2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,S,659.4729292929293
511,2,0,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,S,266.32560606060605
512,2,0,"Myles, Mr. Thomas Francis",male,62.0,0,0,240276,9.6875,Q,245.717077020202
513,2,0,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,C,762.7260985454545
514,2,1,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,1,0,237736,30.0708,C,762.7260985454545
515,2,1,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,S,659.4729292929293
516,2,1,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,S,659.4729292929293
517,2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,S,659.4729292929293
518,2,0,"Nesson, Mr. Israel",male,26.0,0,0,244368,13.0,S,329.73646464646464
519,2,0,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,S,932.1396212121211
520,2,0,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,S,342.4186363636364
521,2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,20.0,0,0,SC/PARIS 2166,13.8625,C,351.6132108585859
522,2,1,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,0,0,C.A. 29395,10.5,S,266.32560606060605
523,2,0,"Otter, Mr. Richard",male,39.0,0,0,28213,13.0,S,329.73646464646464
524,2,1,"Oxenham, Mr. Percy Thomas",male,22.0,0,0,W./C. 14260,10.5,S,266.32560606060605
526,2,0,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,S,266.32560606060605
527,2,1,"Pallas y Castello, Mr. Emilio",male,29.0,0,0,SC/PARIS 2147,13.8583,C,351.5066806161616
528,2,0,"Parker, Mr. Clifford Richard",male,28.0,0,0,SC 14888,10.5,S,266.32560606060605
530,2,1,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,S,659.4729292929293
531,2,0,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,S,266.32560606060605
533,2,0,"Peruschitz, Rev. Joseph Maria",male,41.0,0,0,237393,13.0,S,329.73646464646464
534,2,1,"Phillips, Miss. Alice Frances Louisa",female,21.0,0,1,S.O./P.P. 2,21.0,S,532.6512121212121
535,2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,S,659.4729292929293
536,2,0,"Phillips, Mr. Escott Robert",male,43.0,0,1,S.O./P.P. 2,21.0,S,532.6512121212121
537,2,1,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,S,329.73646464646464
538,2,0,"Ponesell, Mr. Martin",male,34.0,0,0,250647,13.0,S,329.73646464646464
539,2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,0,0,C.A. 34644,12.7375,C,323.07832449494947
540,2,0,"Pulbaum, Mr. Franz",male,27.0,0,0,SC/PARIS 2168,15.0333,C,381.30978415151515
541,2,1,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,S,659.4729292929293
542,2,1,"Quick, Miss. Winifred Vera",female,8.0,1,1,26360,26.0,S,659.4729292929293
543,2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,S,659.4729292929293
544,2,0,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,S,266.32560606060605
545,2,0,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,S,532.6512121212121
546,2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,S,532.6512121212121
547,2,1,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,S,329.73646464646464
548,2,0,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,C,381.62683844444445
549,2,1,"Richards, Master. George Sibley",male,0.8333,1,1,29106,18.75,S,475.58143939393943
550,2,1,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,S,475.58143939393943
551,2,1,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,S,475.58143939393943
552,2,1,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,S,266.32560606060605
553,2,0,"Rogers, Mr. Reginald Harry",male,19.0,0,0,28004,10.5,S,266.32560606060605
554,2,1,"Rugg, Miss. Emily",female,21.0,0,0,C.A. 31026,10.5,S,266.32560606060605
555,2,0,"Schmidt, Mr. August",male,26.0,0,0,248659,13.0,S,329.73646464646464
556,2,0,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,S,329.73646464646464
557,2,0,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,S,659.4729292929293
558,2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,S,659.4729292929293
559,2,1,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,S,329.73646464646464
560,2,1,"Sincock, Miss. Maude",female,20.0,0,0,C.A. 33112,36.75,S,932.1396212121211
